1,-0.30246,-0.39102
1,-0.40968,-1.0554
1,0.65476,0.30343
1,0.0038964,-0.49629
1,-0.44865,0.2784
1,0.60693,-0.58728
1,-0.33996,-0.8863
1,1.0534,-0.99237
1,-0.44505,0.19877
1,-0.41999,1.3821
1,-0.44455,0.14173
1,0.25191,0.34684
1,0.92284,0.10169
1,0.25857,0.1627
1,0.54594,1.6726
1,0.88765,-0.55244
1,-0.090746,-0.11235
1,0.67078,-0.47638
1,-0.088034,0.50491
1,1.4849,0.18045
1,0.18405,-0.23141
1,-0.38571,0.52475
1,0.071016,-0.71114
1,-0.51824,0.084443
1,-1.0777,0.14173
1,0.24733,1.1129
1,0.16466,0.38087
1,0.46245,0.023377
1,-0.59747,-0.94876
1,-0.5693,-1.0401
1,-0.34701,0.41764
1,-0.71114,-0.4951
1,1.9031,-0.17055
1,0.26271,-0.61477
1,-0.46183,0.12841
1,0.30004,0.16114
1,0.86941,1.2337
1,0.47913,1.2854
1,0.64817,0.75069
1,0.33994,0.76649
1,-1.0657,-0.82708
1,-0.53733,0.90211
1,0.74942,-0.66579
1,-0.14007,-1.131
1,0.18328,2.2389
1,0.39239,0.22533
1,-0.72225,-0.46877
1,0.13443,0.0056045
1,-0.30744,0.048797
1,-1.0424,-1.4637
1,0.27806,-0.50597
1,-0.59686,0.37429
1,-0.35556,0.025131
1,-0.94697,-1.1758
1,-0.42636,-0.34754
1,0.3108,-0.10611
1,1.1112,0.057511
1,-0.80013,-1.1871
1,0.24418,0.18055
1,0.37009,1.0812
1,0.73819,-1.1262
1,0.89086,0.31027
1,-0.78197,0.95011
1,0.043397,0.26895
1,0.87023,0.41653
1,0.38545,-0.3359
1,0.98993,-0.13095
1,0.86019,-0.80944
1,1.6573,-0.085918
1,-1.8526,-0.39076
1,-0.23465,-0.4653
1,-0.23945,1.0234
1,-1.0067,-0.082772
1,-0.36857,0.44543
1,1.0057,0.26538
1,0.041927,-0.71763
1,0.67924,-1.3363
1,1.1561,-1.0138
1,-0.20525,0.19512
1,-0.28964,-0.21299
1,-0.93134,0.53705
1,-0.19608,-0.26866
1,-0.50536,-0.93501
1,-0.15506,0.068117
1,-0.15951,0.77856
1,-0.51503,0.18768
1,-0.80941,-0.13149
1,-0.26707,-0.29764
1,0.010342,0.8967
1,-0.63334,0.64651
1,0.24907,-0.30381
1,-0.10191,-0.95204
1,-0.18431,-0.64598
1,0.64469,0.2357
1,1.6307,-0.77258
1,0.59937,-0.27362
1,0.45445,-0.086575
1,0.0033376,-0.46653
1,0.091773,-0.44157
1,0.41113,-0.16003
-1,1.6105,2.8341
-1,1.0509,2.5324
-1,2.5208,2.3423
-1,1.3498,2.5483
-1,2.7319,1.9599
-1,1.7572,1.9728
-1,1.7823,2.7216
-1,2.9161,2.7688
-1,2.1846,1.6671
-1,1.7156,0.72913
-1,1.4153,0.37696
-1,1.6343,0.85266
-1,2.2828,1.2928
-1,2.599,2.3162
-1,2.0339,1.4514
-1,1.6515,1.9397
-1,2.2372,2.2612
-1,2.4746,1.0198
-1,1.7018,1.3988
-1,3.0204,1.4701
-1,1.7424,1.433
-1,2.6352,1.6894
-1,2.6847,2.5566
-1,2.04,1.6412
-1,1.9401,2.491
-1,2.6166,2.2406
-1,0.72462,2.1357
-1,2.0239,2.6895
-1,2.0489,3.5133
-1,2.2585,3.0376
-1,1.3743,0.87992
-1,1.0029,2.3747
-1,0.13438,1.1183
-1,2.3854,0.57815
-1,2.7623,1.1439
-1,1.6858,0.45716
-1,3.6824,1.2001
-1,1.5468,2.9576
-1,1.0728,1.6631
-1,1.897,3.8956
-1,2.0748,2.2763
-1,2.4825,2.7099
-1,2.0856,1.8968
-1,1.46,1.8023
-1,0.92306,1.4461
-1,1.5851,2.1137
-1,1.0357,0.95141
-1,2.5117,1.3989
-1,1.9267,1.2439
-1,0.68973,2.119
-1,2.2585,3.0719
-1,1.3478,3.5256
-1,2.9549,0.75853
-1,2.0369,2.2452
-1,2.1621,1.5375
-1,1.4432,1.2353
-1,2.3698,2.0731
-1,2.0459,1.6663
-1,2.1529,2.0361
-1,1.7735,2.5434
-1,2.4549,1.3385
-1,0.27522,1.892
-1,2.1172,0.79767
-1,2.7412,1.729
-1,1.8652,2.6992
-1,2.4088,0.7656
-1,1.5789,2.2764
-1,2.1222,1.044
-1,1.5871,2.1549
-1,2.8097,1.6816
-1,2.3323,1.8031
-1,2.9729,0.86588
-1,1.9705,1.3558
-1,1.9581,1.8635
-1,2.2215,2.0507
-1,3.0242,1.8647
-1,0.30991,1.5466
-1,0.8145,2.9394
-1,2.8957,1.8625
-1,3.3389,1.4514
-1,1.8552,1.4636
-1,2.9573,1.9465
-1,3.5346,2.6569
-1,2.1341,1.6998
-1,1.6779,2.6163
-1,1.6626,2.1602
-1,1.8189,1.6017
-1,2.5647,1.4221
-1,1.8793,2.1254
-1,3.4406,1.9269
-1,1.7598,1.3601
-1,1.4938,1.4383
-1,2.385,2.3812
-1,2.1664,2.3689
-1,2.3271,1.7798
-1,0.51941,2.5842
-1,1.8939,1.7526
-1,0.7035,1.9183
-1,2.1311,2.8732
-1,2.5409,1.6182
