1,0.61561,-0.5163
1,0.23388,-0.64794
1,-0.95311,1.264
1,1.0945,-0.58011
1,-0.43603,-0.1391
1,-0.49396,-0.62943
1,-1.0066,0.644
1,-0.077522,-0.0086728
1,-0.072628,0.051488
1,-0.2282,0.66427
1,-0.59368,0.47746
1,-1.1742,0.55576
1,2.1301,-1.5081
1,1.0613,0.15551
1,-0.25385,0.68327
1,-0.081232,0.24748
1,0.25378,0.63768
1,-0.0085824,1.4999
1,-0.40331,0.88288
1,0.66046,-0.79421
1,-0.80491,-0.58696
1,1.384,-0.086111
1,-1.2468,-0.45438
1,-0.22863,-0.055826
1,0.61702,0.86841
1,0.083379,-0.37573
1,-1.0628,-0.20231
1,0.65184,-0.16094
1,0.11543,0.47696
1,-0.57606,0.73316
1,0.28547,-0.10569
1,0.53468,-0.22421
1,1.5446,0.66015
1,-0.066314,0.51144
1,-0.20804,0.3452
1,-0.35695,2.3096
1,-1.3626,0.022416
1,0.36867,0.24132
1,-1.4527,-0.059065
1,-0.1908,0.43588
1,-0.19448,-0.37123
1,0.59761,0.71256
1,-1.9595,1.2934
1,0.64918,0.060308
1,-0.36717,-0.048313
1,-0.9143,-0.39843
1,-0.0061646,-0.33487
1,0.16501,-1.2046
1,-0.29995,-0.037986
1,-1.0391,-0.6232
1,0.85307,0.88805
1,0.13954,0.1102
1,-0.49984,0.038843
1,0.8601,0.98893
1,0.25963,-1.2556
1,-0.89627,0.2331
1,0.43915,-0.74805
1,-1.2696,-0.45493
1,-0.74801,0.18275
1,0.10716,0.63052
1,0.29081,-0.59158
1,0.049849,0.39113
1,-1.3669,1.0313
1,0.57892,-0.60463
1,0.8922,-0.70154
1,0.82544,-0.0082727
1,-0.40328,0.44329
1,-0.27853,0.0010601
1,-0.71943,-0.57723
1,0.17692,0.081422
1,0.17828,0.14642
1,-0.54552,-0.31435
1,0.65022,-0.79231
1,0.60257,0.30784
1,0.46466,0.012083
1,-0.53278,-0.25667
1,-0.94646,-0.44635
1,0.46119,-0.35378
1,1.0233,-0.6132
1,-0.91226,-0.73546
1,-1.5614,0.8948
1,1.0155,-0.17074
1,-0.043609,-1.2226
1,0.83283,-0.34524
1,0.69686,0.7498
1,-0.86167,-0.38053
1,-0.30538,1.2568
1,-0.59039,-0.5512
1,0.12705,-0.53243
1,0.8247,-0.73054
1,0.039588,0.82296
1,-1.485,-0.4102
1,0.87349,0.29508
1,0.0018891,-1.1654
1,-0.32494,-0.40494
1,-1.4872,0.46615
1,0.2644,-0.90538
1,0.17337,0.035443
1,0.23941,0.38778
1,-0.76231,1.2576
-1,2.4533,-0.41557
-1,2.6694,0.18317
-1,1.7495,-0.61648
-1,1.5907,-0.55714
-1,2.0399,-0.24348
-1,1.3683,0.45793
-1,2.7934,1.4525
-1,2.5486,0.56494
-1,2.6806,-0.75737
-1,2.8915,-0.14507
-1,1.9237,-0.39205
-1,1.5919,-0.20714
-1,2.3717,0.83455
-1,2.8146,0.26686
-1,2.607,0.70115
-1,2.6686,0.4267
-1,3.065,-0.56066
-1,2.2088,0.65819
-1,2.8514,-0.95487
-1,1.9916,0.56554
-1,2.5583,0.42401
-1,1.0075,0.77812
-1,3.0904,-1.0039
-1,0.74495,-0.14399
-1,2.1454,0.012666
-1,1.7552,0.070959
-1,1.1805,0.61968
-1,2.2375,0.49547
-1,2.2349,0.46104
-1,2.9979,0.12624
-1,2.0968,1.1851
-1,2.4084,-0.22988
-1,2.1719,0.071522
-1,3.0378,-0.40778
-1,2.7994,-0.043507
-1,2.0075,0.51307
-1,2.0879,-0.86786
-1,3.2582,0.13501
-1,1.8307,-0.5196
-1,2.6067,0.55747
-1,1.3789,-1.3897
-1,1.4612,-1.3828
-1,2.6101,1.1485
-1,2.4584,-0.10566
-1,2.7482,-1.3918
-1,1.5523,-1.1923
-1,2.7198,-0.061463
-1,2.1216,0.21735
-1,1.9664,0.23868
-1,3.1944,0.75448
-1,3.0161,0.23543
-1,0.40825,-0.051961
-1,2.2521,0.74088
-1,1.3988,1.4558
-1,1.7882,0.018875
-1,1.5515,-0.17008
-1,3.1487,0.73431
-1,2.8776,-0.35866
-1,2.3926,-1.0487
-1,2.4974,-0.075298
-1,2.324,0.17343
-1,2.4836,0.10309
-1,2.1777,-0.79061
-1,1.8738,-0.4221
-1,2.359,-0.48047
-1,1.7809,0.67533
-1,1.7211,-0.09249
-1,1.8093,0.4592
-1,1.9377,0.42321
-1,2.0057,-0.13612
-1,3.7902,-1.4006
-1,1.135,0.25664
-1,1.2422,0.49777
-1,2.174,-0.53217
-1,1.9642,-0.011962
-1,1.4837,-0.3123
-1,2.2312,1.203
-1,2.5324,-0.021616
-1,1.1842,0.14419
-1,1.7116,-0.74091
-1,1.0893,-0.51999
-1,2.0591,-0.95923
-1,2.1158,0.51519
-1,2.4827,0.42935
-1,1.2318,-0.58569
-1,2.2104,2.0419
-1,1.8987,0.64993
-1,2.9843,0.28694
-1,2.2169,1.3549
-1,1.6202,-1.7364
-1,1.8381,-0.064392
-1,1.6208,-0.017451
-1,3.0175,0.14138
-1,1.6386,-0.7342
-1,0.8638,0.37432
-1,1.8577,-1.5677
-1,2.8086,0.075955
-1,2.469,0.31036
-1,2.116,-0.028987
-1,3.2625,0.25761
